Dup?,Merge?,Reason,Merged in Moztrap?,Case ID 1,Case ID 2,Case 1 ,Case 2,Diff,CaseVersion ID 1,CaseVersion ID 2
No,No,TC 1769 has been merged with TC 1770,,1769,1771,https://moztrap.mozilla.org/manage/cases/?filter-id=1769,https://moztrap.mozilla.org/manage/cases/?filter-id=1771,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210592&rhs=210594,210592,210594
No,Yes,The two different functions can be performed at the same time,Yes,1770,1771,https://moztrap.mozilla.org/manage/cases/?filter-id=1770,https://moztrap.mozilla.org/manage/cases/?filter-id=1771,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210593&rhs=210594,210593,210594
No,Yes,TC 1774 include in TC 1789,Yes,1774,1789,https://moztrap.mozilla.org/manage/cases/?filter-id=1774,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210597&rhs=210612,210597,210612
No,No,Different test points in the two cases,,1775,1779,https://moztrap.mozilla.org/manage/cases/?filter-id=1775,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210598&rhs=210602,210598,210602
No,Yes,TC 1775 include in TC 1789,Yes,1775,1789,https://moztrap.mozilla.org/manage/cases/?filter-id=1775,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210598&rhs=210612,210598,210612
No,No,Different test points in the two cases,,1779,1781,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=1781,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210604,210602,210604
No,Yes,The two different functions can be performed at the same time,Yes,1779,1782,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=1782,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210605,210602,210605
No,No,Different test points in the two cases,,1779,1789,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210612,210602,210612
No,No,Different test points in the two cases,,1779,2043,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=2043,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210809,210602,210809
No,No,Different test points in the two cases,,1779,2051,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=2051,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210814,210602,210814
No,No,Different test points in the two cases,,1779,2055,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=2055,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210817,210602,210817
No,No,Different test points in the two cases,,1779,2056,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=2056,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=210818,210602,210818
No,No,Different test points in the two cases,,1779,2384,https://moztrap.mozilla.org/manage/cases/?filter-id=1779,https://moztrap.mozilla.org/manage/cases/?filter-id=2384,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210602&rhs=211094,210602,211094
No,No,Different test points in the two cases,,1781,1789,https://moztrap.mozilla.org/manage/cases/?filter-id=1781,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210604&rhs=210612,210604,210612
No,No,Different test points in the two cases,,1784,1789,https://moztrap.mozilla.org/manage/cases/?filter-id=1784,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210607&rhs=210612,210607,210612
No,No,Different test points in the two cases,,1787,1789,https://moztrap.mozilla.org/manage/cases/?filter-id=1787,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210610&rhs=210612,210610,210612
No,No,Different test points in the two cases,,1789,2043,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,https://moztrap.mozilla.org/manage/cases/?filter-id=2043,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210612&rhs=210809,210612,210809
No,No,Different test points in the two cases,,1789,2055,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,https://moztrap.mozilla.org/manage/cases/?filter-id=2055,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210612&rhs=210817,210612,210817
Yes,No,The two cases almost the same,,1789,2056,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,https://moztrap.mozilla.org/manage/cases/?filter-id=2056,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210612&rhs=210818,210612,210818
No,No,"TC 1789 is Dup with TC2056, and TC 1789 has been disadled",,1789,2384,https://moztrap.mozilla.org/manage/cases/?filter-id=1789,https://moztrap.mozilla.org/manage/cases/?filter-id=2384,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210612&rhs=211094,210612,211094
No ,Yes,The two different functions can be performed at the same time,Yes,1798,1799,https://moztrap.mozilla.org/manage/cases/?filter-id=1798,https://moztrap.mozilla.org/manage/cases/?filter-id=1799,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210615&rhs=210616,210615,210616
No,No,TC 1876 has been disabled,,1800,1876,https://moztrap.mozilla.org/manage/cases/?filter-id=1800,https://moztrap.mozilla.org/manage/cases/?filter-id=1876,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210617&rhs=210669,210617,210669
No,Yes,The two different functions can be performed at the same time,Yes,1801,1872,https://moztrap.mozilla.org/manage/cases/?filter-id=1801,https://moztrap.mozilla.org/manage/cases/?filter-id=1872,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210618&rhs=210665,210618,210665
NO,NO,Different test points in the two cases,,1808,1809,https://moztrap.mozilla.org/manage/cases/?filter-id=1808,https://moztrap.mozilla.org/manage/cases/?filter-id=1809,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210625&rhs=210626,210625,210626
NO,Yes,landscape/portrait-primary can be merged in TC1810,Yes,1808,1810,https://moztrap.mozilla.org/manage/cases/?filter-id=1808,https://moztrap.mozilla.org/manage/cases/?filter-id=1810,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210625&rhs=210627,210625,210627
NO,NO,Different test points in the two cases,,1808,1811,https://moztrap.mozilla.org/manage/cases/?filter-id=1808,https://moztrap.mozilla.org/manage/cases/?filter-id=1811,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210625&rhs=210628,210625,210628
NO,NO,Different test points in the two cases,,1808,1812,https://moztrap.mozilla.org/manage/cases/?filter-id=1808,https://moztrap.mozilla.org/manage/cases/?filter-id=1812,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210625&rhs=210629,210625,210629
NO,NO,Different test points in the two cases,,1809,1810,https://moztrap.mozilla.org/manage/cases/?filter-id=1809,https://moztrap.mozilla.org/manage/cases/?filter-id=1810,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210626&rhs=210627,210626,210627
NO,Yes,TC1809 can be merged in TC1811,Yes,1809,1811,https://moztrap.mozilla.org/manage/cases/?filter-id=1809,https://moztrap.mozilla.org/manage/cases/?filter-id=1811,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210626&rhs=210628,210626,210628
NO,NO,Different test points in the two cases,,1809,1812,https://moztrap.mozilla.org/manage/cases/?filter-id=1809,https://moztrap.mozilla.org/manage/cases/?filter-id=1812,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210626&rhs=210629,210626,210629
NO,NO,Different test points in the two cases,,1810,1811,https://moztrap.mozilla.org/manage/cases/?filter-id=1810,https://moztrap.mozilla.org/manage/cases/?filter-id=1811,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210627&rhs=210628,210627,210628
NO,NO,Different test points in the two cases,,1810,1813,https://moztrap.mozilla.org/manage/cases/?filter-id=1810,https://moztrap.mozilla.org/manage/cases/?filter-id=1813,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210627&rhs=210630,210627,210630
NO,NO,Different test points in the two cases,,1811,1813,https://moztrap.mozilla.org/manage/cases/?filter-id=1811,https://moztrap.mozilla.org/manage/cases/?filter-id=1813,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210628&rhs=210630,210628,210630
NO,Yes,TC1812 can be merged in TC1813,Yes,1812,1813,https://moztrap.mozilla.org/manage/cases/?filter-id=1812,https://moztrap.mozilla.org/manage/cases/?filter-id=1813,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210629&rhs=210630,210629,210630
NO,Yes,TC1816 can be merged in TC1819,Yes,1816,1819,https://moztrap.mozilla.org/manage/cases/?filter-id=1816,https://moztrap.mozilla.org/manage/cases/?filter-id=1819,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210633&rhs=210636,210633,210636
NO,Yes,TC1817 can be merged in TC1821,Yes,1817,1821,https://moztrap.mozilla.org/manage/cases/?filter-id=1817,https://moztrap.mozilla.org/manage/cases/?filter-id=1821,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210634&rhs=210638,210634,210638
NO,NO,Different test points in the two cases,,1820,2409,https://moztrap.mozilla.org/manage/cases/?filter-id=1820,https://moztrap.mozilla.org/manage/cases/?filter-id=2409,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210637&rhs=211113,210637,211113
NO,NO,Different test points in the two cases,,1820,2452,https://moztrap.mozilla.org/manage/cases/?filter-id=1820,https://moztrap.mozilla.org/manage/cases/?filter-id=2452,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210637&rhs=211150,210637,211150
NO,NO,Different test points in the two cases,,1822,2452,https://moztrap.mozilla.org/manage/cases/?filter-id=1822,https://moztrap.mozilla.org/manage/cases/?filter-id=2452,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210639&rhs=211150,210639,211150
NO,Yes,disable/enable an offline calendar can be merged in TC1825,Yes,1824,1825,https://moztrap.mozilla.org/manage/cases/?filter-id=1824,https://moztrap.mozilla.org/manage/cases/?filter-id=1825,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210640&rhs=210641,210640,210641
NO,NO,Different test points in the two cases,,1824,2452,https://moztrap.mozilla.org/manage/cases/?filter-id=1824,https://moztrap.mozilla.org/manage/cases/?filter-id=2452,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210640&rhs=211150,210640,211150
NO,NO,Different test points in the two cases,,1825,2452,https://moztrap.mozilla.org/manage/cases/?filter-id=1825,https://moztrap.mozilla.org/manage/cases/?filter-id=2452,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210641&rhs=211150,210641,211150
NO,Yes,TC1827 can be  merged in TC1826,Yes,1826,1827,https://moztrap.mozilla.org/manage/cases/?filter-id=1826,https://moztrap.mozilla.org/manage/cases/?filter-id=1827,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210642&rhs=210643,210642,210643
NO,NO,TC1829 has been merged in TC1830,,1828,1829,https://moztrap.mozilla.org/manage/cases/?filter-id=1828,https://moztrap.mozilla.org/manage/cases/?filter-id=1829,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210644&rhs=210645,210644,210645
NO,NO,TC1830 has merged TC1829,,1828,1830,https://moztrap.mozilla.org/manage/cases/?filter-id=1828,https://moztrap.mozilla.org/manage/cases/?filter-id=1830,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210644&rhs=210646,210644,210646
NO,Yes,TC1829 can be merged in TC1830,Yes,1829,1830,https://moztrap.mozilla.org/manage/cases/?filter-id=1829,https://moztrap.mozilla.org/manage/cases/?filter-id=1830,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210645&rhs=210646,210645,210646
NO,NO,TC1833 has been merged in TC1837,,1833,1834,https://moztrap.mozilla.org/manage/cases/?filter-id=1833,https://moztrap.mozilla.org/manage/cases/?filter-id=1834,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210649&rhs=210650,210649,210650
NO,NO,TC1833 has been merged in TC1837,,1833,1835,https://moztrap.mozilla.org/manage/cases/?filter-id=1833,https://moztrap.mozilla.org/manage/cases/?filter-id=1835,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210649&rhs=210651,210649,210651
NO,Yes,TC1833 can be merged in TC1837,Yes,1833,1837,https://moztrap.mozilla.org/manage/cases/?filter-id=1833,https://moztrap.mozilla.org/manage/cases/?filter-id=1837,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210649&rhs=210653,210649,210653
NO,Yes,Portrait and freeform can be merged in case 1835,Yes,1834,1835,https://moztrap.mozilla.org/manage/cases/?filter-id=1834,https://moztrap.mozilla.org/manage/cases/?filter-id=1835,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210650&rhs=210651,210650,210651
NO,NO,TC1834 has been merged in TC1835,,1834,1837,https://moztrap.mozilla.org/manage/cases/?filter-id=1834,https://moztrap.mozilla.org/manage/cases/?filter-id=1837,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210650&rhs=210653,210650,210653
NO,NO,TC1835 has been merged with TC1834,,1835,1837,https://moztrap.mozilla.org/manage/cases/?filter-id=1835,https://moztrap.mozilla.org/manage/cases/?filter-id=1837,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210651&rhs=210653,210651,210653
Yes,NO,"Same TC, merged in TC1843",,1842,1843,https://moztrap.mozilla.org/manage/cases/?filter-id=1842,https://moztrap.mozilla.org/manage/cases/?filter-id=1843,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210658&rhs=210659,210658,210659
NO,NO,Two cases have been disabled ,,1842,2292,https://moztrap.mozilla.org/manage/cases/?filter-id=1842,https://moztrap.mozilla.org/manage/cases/?filter-id=2292,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210658&rhs=211010,210658,211010
NO,Yes,TC2298 can be merged in TC1844,Yes,1844,2298,https://moztrap.mozilla.org/manage/cases/?filter-id=1844,https://moztrap.mozilla.org/manage/cases/?filter-id=2298,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210660&rhs=211014,210660,211014
NO,NO,Two cases have been disabled ,,1903,1905,https://moztrap.mozilla.org/manage/cases/?filter-id=1903,https://moztrap.mozilla.org/manage/cases/?filter-id=1905,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210688&rhs=210690,210688,210690
NO,NO,Different test points in the two cases,,1908,1912,https://moztrap.mozilla.org/manage/cases/?filter-id=1908,https://moztrap.mozilla.org/manage/cases/?filter-id=1912,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210693&rhs=210697,210693,210697
NO,NO,Different test points in the two cases,,1908,1917,https://moztrap.mozilla.org/manage/cases/?filter-id=1908,https://moztrap.mozilla.org/manage/cases/?filter-id=1917,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210693&rhs=210702,210693,210702
NO,NO,Two cases have been disabled and it's unable to test,,1909,1911,https://moztrap.mozilla.org/manage/cases/?filter-id=1909,https://moztrap.mozilla.org/manage/cases/?filter-id=1911,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210694&rhs=210696,210694,210696
NO,NO,Two cases have been disabled and it's unable to test,,1909,1917,https://moztrap.mozilla.org/manage/cases/?filter-id=1909,https://moztrap.mozilla.org/manage/cases/?filter-id=1917,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210694&rhs=210702,210694,210702
NO,NO,Two cases have been disabled and it's unable to test,,1911,1917,https://moztrap.mozilla.org/manage/cases/?filter-id=1911,https://moztrap.mozilla.org/manage/cases/?filter-id=1917,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210696&rhs=210702,210696,210702
NO,NO,Two cases have been disabled and it's unable to test,,1912,1917,https://moztrap.mozilla.org/manage/cases/?filter-id=1912,https://moztrap.mozilla.org/manage/cases/?filter-id=1917,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210697&rhs=210702,210697,210702
NO,NO,Two cases have been disabled and it's unable to test,,1912,2021,https://moztrap.mozilla.org/manage/cases/?filter-id=1912,https://moztrap.mozilla.org/manage/cases/?filter-id=2021,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210697&rhs=210789,210697,210789
NO,NO,Two cases have been disabled and it's unable to test,,1912,2022,https://moztrap.mozilla.org/manage/cases/?filter-id=1912,https://moztrap.mozilla.org/manage/cases/?filter-id=2022,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210697&rhs=210790,210697,210790
NO,NO,Two cases have been disabled and it's unable to test,,1915,1916,https://moztrap.mozilla.org/manage/cases/?filter-id=1915,https://moztrap.mozilla.org/manage/cases/?filter-id=1916,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210700&rhs=210701,210700,210701
NO,NO,Two cases have been disabled and it's unable to test,,1917,2019,https://moztrap.mozilla.org/manage/cases/?filter-id=1917,https://moztrap.mozilla.org/manage/cases/?filter-id=2019,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210702&rhs=210787,210702,210787
NO,NO,Two cases have been disabled and it's unable to test,,1918,2019,https://moztrap.mozilla.org/manage/cases/?filter-id=1918,https://moztrap.mozilla.org/manage/cases/?filter-id=2019,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210703&rhs=210787,210703,210787
NO,NO,Different test points in the two cases,,1932,1966,https://moztrap.mozilla.org/manage/cases/?filter-id=1932,https://moztrap.mozilla.org/manage/cases/?filter-id=1966,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210717&rhs=210739,210717,210739
NO,NO,Different test points in the two cases,,1932,1968,https://moztrap.mozilla.org/manage/cases/?filter-id=1932,https://moztrap.mozilla.org/manage/cases/?filter-id=1968,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210717&rhs=210741,210717,210741
NO,NO,Different test points in the two cases,,1932,1970,https://moztrap.mozilla.org/manage/cases/?filter-id=1932,https://moztrap.mozilla.org/manage/cases/?filter-id=1970,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210717&rhs=210743,210717,210743
NO,NO,Two cases have been disabled ,,1942,1943,https://moztrap.mozilla.org/manage/cases/?filter-id=1942,https://moztrap.mozilla.org/manage/cases/?filter-id=1943,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210720&rhs=210721,210720,210721
NO,Yes,The two different functions can be merged in TC1951,Yes,1950,1951,https://moztrap.mozilla.org/manage/cases/?filter-id=1950,https://moztrap.mozilla.org/manage/cases/?filter-id=1951,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210728&rhs=210729,210728,210729
NO,Yes,TC1953 is included in TC1954,Yes,1953,1954,https://moztrap.mozilla.org/manage/cases/?filter-id=1953,https://moztrap.mozilla.org/manage/cases/?filter-id=1954,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210731&rhs=210732,210731,210732
NO,NO,Different test points in the two cases,,1959,1974,https://moztrap.mozilla.org/manage/cases/?filter-id=1959,https://moztrap.mozilla.org/manage/cases/?filter-id=1974,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210736&rhs=210747,210736,210747
NO,NO,Two cases have been disabled and it's unable to test,,1965,1967,https://moztrap.mozilla.org/manage/cases/?filter-id=1965,https://moztrap.mozilla.org/manage/cases/?filter-id=1967,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210738&rhs=210740,210738,210740
NO,NO,Two cases have been disabled and it's unable to test,,1965,1970,https://moztrap.mozilla.org/manage/cases/?filter-id=1965,https://moztrap.mozilla.org/manage/cases/?filter-id=1970,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210738&rhs=210743,210738,210743
NO,NO,Two cases have been disabled and it's unable to test,,1966,1968,https://moztrap.mozilla.org/manage/cases/?filter-id=1966,https://moztrap.mozilla.org/manage/cases/?filter-id=1968,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210739&rhs=210741,210739,210741
NO,NO,Two cases have been disabled and it's unable to test,,1966,1969,https://moztrap.mozilla.org/manage/cases/?filter-id=1966,https://moztrap.mozilla.org/manage/cases/?filter-id=1969,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210739&rhs=210742,210739,210742
NO,NO,Two cases have been disabled and it's unable to test,,1967,1970,https://moztrap.mozilla.org/manage/cases/?filter-id=1967,https://moztrap.mozilla.org/manage/cases/?filter-id=1970,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210740&rhs=210743,210740,210743
NO,NO,Two cases have been disabled and it's unable to test,,1968,1969,https://moztrap.mozilla.org/manage/cases/?filter-id=1968,https://moztrap.mozilla.org/manage/cases/?filter-id=1969,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210741&rhs=210742,210741,210742
NO,NO,Different test points in the two cases,,1988,1989,https://moztrap.mozilla.org/manage/cases/?filter-id=1988,https://moztrap.mozilla.org/manage/cases/?filter-id=1989,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210759&rhs=210760,210759,210760
NO,NO,Different test points in the two cases,,1988,1992,https://moztrap.mozilla.org/manage/cases/?filter-id=1988,https://moztrap.mozilla.org/manage/cases/?filter-id=1992,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210759&rhs=210761,210759,210761
NO,NO,Different test points in the two cases,,1989,1992,https://moztrap.mozilla.org/manage/cases/?filter-id=1989,https://moztrap.mozilla.org/manage/cases/?filter-id=1992,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210760&rhs=210761,210760,210761
NO,Yes,"TC 1993 was disabled, andCC in edit email can be merged in ""To:"" in TC1989",Yes,1989,1993,https://moztrap.mozilla.org/manage/cases/?filter-id=1989,https://moztrap.mozilla.org/manage/cases/?filter-id=1993,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210760&rhs=210762,210760,210762
NO,Yes,"TC 1994 was disabled , bcc in edit email can be merged in ""To:"" in TC1989",Yes,1989,1994,https://moztrap.mozilla.org/manage/cases/?filter-id=1989,https://moztrap.mozilla.org/manage/cases/?filter-id=1994,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210760&rhs=210763,210760,210763
NO,NO,"CC and bcc in edit emai lhas been merged in ""To:"" in TC1989",,1993,1994,https://moztrap.mozilla.org/manage/cases/?filter-id=1993,https://moztrap.mozilla.org/manage/cases/?filter-id=1994,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210762&rhs=210763,210762,210763
NO,Yes,Ability to reply and reply all can be merged in TC1997,Yes,1996,1997,https://moztrap.mozilla.org/manage/cases/?filter-id=1996,https://moztrap.mozilla.org/manage/cases/?filter-id=1997,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210765&rhs=210766,210765,210766
NO,Yes,Mark read and unread a email can be merged in TC2002,Yes,2002,2003,https://moztrap.mozilla.org/manage/cases/?filter-id=2002,https://moztrap.mozilla.org/manage/cases/?filter-id=2003,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210771&rhs=210772,210771,210772
NO,NO,Different test points in the two cases,,2005,2006,https://moztrap.mozilla.org/manage/cases/?filter-id=2005,https://moztrap.mozilla.org/manage/cases/?filter-id=2006,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210774&rhs=210775,210774,210775
NO,Yes,TC2011 is included in TC2012,Yes,2011,2012,https://moztrap.mozilla.org/manage/cases/?filter-id=2011,https://moztrap.mozilla.org/manage/cases/?filter-id=2012,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210780&rhs=210781,210780,210781
NO,NO,Different test points in the two cases,,2011,2017,https://moztrap.mozilla.org/manage/cases/?filter-id=2011,https://moztrap.mozilla.org/manage/cases/?filter-id=2017,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210780&rhs=210786,210780,210786
NO,Yes,TC2015 can be merged in TC2014,Yes,2014,2015,https://moztrap.mozilla.org/manage/cases/?filter-id=2014,https://moztrap.mozilla.org/manage/cases/?filter-id=2015,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210783&rhs=210784,210783,210784
NO,Yes,TC2016 can be merged in TC2014,Yes,2014,2016,https://moztrap.mozilla.org/manage/cases/?filter-id=2014,https://moztrap.mozilla.org/manage/cases/?filter-id=2016,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210783&rhs=210785,210783,210785
NO,NO,TC2015&2016 has been merged in TC2014,,2015,2016,https://moztrap.mozilla.org/manage/cases/?filter-id=2015,https://moztrap.mozilla.org/manage/cases/?filter-id=2016,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210784&rhs=210785,210784,210785
NO,NO,The two TC has been disabled,,2021,2022,https://moztrap.mozilla.org/manage/cases/?filter-id=2021,https://moztrap.mozilla.org/manage/cases/?filter-id=2022,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210789&rhs=210790,210789,210790
NO,Yes,Enter/cancel alarm setting can be merged in TC2043,Yes,2043,2055,https://moztrap.mozilla.org/manage/cases/?filter-id=2043,https://moztrap.mozilla.org/manage/cases/?filter-id=2055,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210809&rhs=210817,210809,210817
NO,Yes,TC2251 is included in TC2057,Yes,2057,2251,https://moztrap.mozilla.org/manage/cases/?filter-id=2057,https://moztrap.mozilla.org/manage/cases/?filter-id=2251,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210819&rhs=210982,210819,210982
NO,Yes,TC2091 can be merged in TC2087,Yes,2087,2091,https://moztrap.mozilla.org/manage/cases/?filter-id=2087,https://moztrap.mozilla.org/manage/cases/?filter-id=2091,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210844&rhs=210848,210844,210848
NO,Yes,TC2128 can be merged in TC2087,Yes,2087,2128,https://moztrap.mozilla.org/manage/cases/?filter-id=2087,https://moztrap.mozilla.org/manage/cases/?filter-id=2128,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210844&rhs=210884,210844,210884
NO,NO,Different test points in the two cases,,2087,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=2087,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210844&rhs=211079,210844,211079
NO,Yes,Activate and Deactivate the speaker can be merged in TC2095,Yes,2093,2095,https://moztrap.mozilla.org/manage/cases/?filter-id=2093,https://moztrap.mozilla.org/manage/cases/?filter-id=2095,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210850&rhs=210852,210850,210852
NO,Yes,TC2236 is included in TC2105,Yes,2105,2236,https://moztrap.mozilla.org/manage/cases/?filter-id=2105,https://moztrap.mozilla.org/manage/cases/?filter-id=2236,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210861&rhs=210971,210861,210971
NO,NO,Different test points in the two cases,,2107,2108,https://moztrap.mozilla.org/manage/cases/?filter-id=2107,https://moztrap.mozilla.org/manage/cases/?filter-id=2108,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210863&rhs=210864,210863,210864
NO,NO,TC2111 has been merged in TC2107,,2107,2110,https://moztrap.mozilla.org/manage/cases/?filter-id=2107,https://moztrap.mozilla.org/manage/cases/?filter-id=2110,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210863&rhs=210866,210863,210866
